	organism	seedid	kingdom	phylum	mclass	order	family	genus	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	phenotype	imgid	ncbiid	platform	kbaseid
606	Kocuria_palustris_PEL	Kocuria_palustris_PEL_1236550_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Kocuria	Obligate_aerobe	_Saccharolytic_respiratory	Positive	Commensal	790	1292	983	chenry	04_15_16			1236550.0	Kbase	kb|g_25806
607	Olsenella_profusa_F019501		Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Olsenella	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	670	1228	948	chenry	04_15_16		2558860424.0	1125712.0	ModelSEED	kb|g_207382
608	Granulicatella_adiacens_ATCC_49175	Granulicatella_adiacens_ATCC_49175_638301_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Commensal	505	997	783	Laura_Kutt	04_17_16			638301.0	Kbase	kb|g_2710
609	Micrococcus_luteus_NCTC_2665	Micrococcus_luteus_NCTC_2665_465515_4	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Micrococcus	Obligate_aerobe	_Saccharolytic_respiratory	Positive	Opportunistic_pathogen	688	1164	948	chenry	04_15_16		644736390.0	465515.0	Kbase	kb|g_1629
610	Enterococcus_hirae_ATCC_9790	Enterococcus_hirae_ATCC_9790_768486_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Commensal	745	1172	903	Laura_Kutt	04_18_16		2521172711.0	768486.0	Kbase	kb|g_27747
611	Peptoniphilus_timonensis_JC401		Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus					480	1030	841	Laura_Kutt	04_18_16		2619619100.0	1095770.0	Kbase	kb|g_24182
612	Solobacterium_moorei_F0204	Solobacterium_moorei_F0204_706433_3	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Obligate_anaerobe	Saccharolytic_fermentative	Positive		509	1052	802	Laura_Kutt	05_30_16			706433.0	ModelSEED	kb|g_3055
613	Actinomyces_georgiae_DSM_6843		Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	536	1069	861	chenry	04_15_16			1120942.0	Kbase	kb|g_207006
614	Lautropia_mirabilis_ATCC_51599	Lautropia_mirabilis_ATCC_51599_887898_3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	Facultative_anaerobe	Non_fermentative_asaccharolytic	Negative		777	1290	1025	Laura_Kutt	04_18_16			887898.0	Kbase	kb|g_3587
615	Clostridium_sporosphaeroides_DSM_1294	Clostridium_sporosphaeroides_DSM_1294_1121334_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive		773	1168	920	Laura_Kutt	04_18_16			1121334.0	ModelSEED	kb|g_29574
616	Bacteroides_oleiciplenus_YIT_12058	Bacteroides_oleiciplenus_YIT_12058_742727_4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Commensal	994	1247	1016	chenry	04_15_16		2534681837.0	742727.0	ModelSEED	kb|g_27474
617	Staphylococcus_pasteuri_SP1		Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Opportunistic_pathogen	774	1398	1047	Laura_Kutt	04_18_16		2558309060.0	1276282.0	Kbase	kb|g_208650
618	Butyricimonas_virosa_DSM_23226		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas	Obligate_anaerobe	Saccharolytic_fermentative	Negative		622	1221	976	chenry	04_15_16			1121130.0	Kbase	kb|g_207074
619	Tannerella_forsythia_ATCC_43037	Tannerella_forsythia_ATCC_43037_203275_8	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	Obligate_anaerobe	Asaccharolytic	Negative		586	1058	865	chenry	04_15_16		2512047036.0	28112.0	Kbase	kb|g_26084
620	Clostridium_beijerinckii_NCIMB_8052	Clostridium_beijerincki_beijerinckii_NCIMB_8052_290402_34	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Anaerobe	Saccharolytic_fermentative	Positive		1224	1476	1092	Laura_Kutt	04_18_16		640753016.0	290402.0	ModelSEED	kb|g_689
621	Corynebacterium_durum_F0235	Corynebacterium_durum_F0235_1035195_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Facultative_anaerobe	Saccharolytic_fermentative	Positive		674	1192	967	chenry	04_15_16		2537561950.0	1035195.0	ModelSEED	kb|g_29106
622	Arcanobacterium_haemolyticum_DSM_20595	Arcanobacterium_haemolyticum_DSM_20595_644284_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Opportunistic_pathogen	507	1054	849	chenry	04_15_16		646564505.0	644284.0	Kbase	kb|g_2746
623	Bacteroides_fluxus_YIT_12057	Bacteroides_fluxus_YIT_12057_763034_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Commensal	814	1255	1012	chenry	04_15_16		651324011.0	763034.0	ModelSEED	kb|g_3281
624	Campylobacter_rectus_RM3267	Campylobacter_rectus_RM3267_553218_4	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Microaerophile	Non_fermentative_asaccharolytic	Negative		551	997	862	Laura_Kutt	04_18_16		643886009.0	553218.0	Kbase	kb|g_2258
625	Solobacterium_moorei_DSM_22971		Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Obligate_anaerobe	Saccharolytic_fermentative	Positive		511	1058	809	Laura_Kutt	04_18_16			1123263.0	ModelSEED	kb|g_207281
626	Streptococcus_salivarius_JIM8777	Streptococcus_salivarius_JIM8777_347253_5	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Commensal	605	1144	868	Laura_Kutt	04_18_16		651053074.0	347253.0	Kbase	kb|g_26457
627	Bifidobacterium_kashiwanohense_DSM_21854		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Probiotic	559	1118	897	chenry	04_15_16		2597490256.0	1150460.0	Kbase	kb|g_239945
628	Staphylococcus_caprae_C87	Staphylococcus_caprae_C87_435838_3	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Pathogen	846	1406	1050	Laura_Kutt	04_18_16		651285006.0	435838.0	ModelSEED	kb|g_1456
629	Candidatus_Nitrososphaera_gargensis_Ga9_2		Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Aerobe	Oxidation_of_ammonia_inorganic_carbon	Uncharacterized		434	1029	883	Laura_Kutt	04_19_16			1237085.0	ModelSEED	kb|g_238840
630	Nevskia_ramosa_DSM_11499		Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Nevskia	Anaerobe	Fermentative	Negative		898	1414	1104	Laura_Kutt	04_19_16		2523231050.0	1122603.0	ModelSEED	kb|g_207204
631	Collinsella_tanakaei_YIT_12063	Collinsella_tanakaei_YIT_12063_742742_3	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	691	1217	953	chenry	04_15_16		2513237344.0	742742.0	ModelSEED	kb|g_27481
632	Enterobacter_hormaechei_YT3		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Facultative_anaerobe	Fermentative_respiratory	Negative		1157	1713	1194	Laura_Kutt	04_18_16		2551306516.0	1260282.0	ModelSEED	kb|g_31510
633	Prevotella_nigrescens_ATCC_33563	Prevotella_nigrescens_ATCC_33563_997352_4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	488	962	819	Laura_Kutt	04_17_16		651324089.0	997352.0	Kbase	kb|g_28899
634	Lactobacillus_amylovorus_GRL_1112	Lactobacillus_amylovorus_GRL_1112_695560_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Facultative_anaerobe	Saccharolytic_fermentative_or_respiratory	Positive		555	1006	806	Laura_Kutt	04_18_16			695560.0	Kbase	kb|g_3001
635	Enterococcus_asini_ATCC_700915	Enterococcus_asini_ATCC_700915_1158606_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Commensal	749	1286	970	Laura_Kutt	04_18_16		2545824658.0	1158606.0	Kbase	kb|g_30358
636	Corynebacterium_glucuronolyticum_ATCC_51867	Corynebacterium_glucuronolyticum_ATCC_51867_548477_4	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Facultative_anaerobe	Saccharolytic	Positive		721	1237	988	chenry	04_15_16			548477.0	ModelSEED	kb|g_2213
637	Clostridium_tyrobutyricum_DSM_2637	Clostridium_tyrobutyricum_DSM_2637	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Anaerobe	Saccharolytic_fermentative	Positive		879	1276	998	Laura_Kutt	04_18_16			1121342.0	ModelSEED	kb|g_207086
638	Streptococcus_infantis_ATCC_700779	Streptococcus_infantis_ATCC_700779_889204_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Commensal	552	1091	837	Laura_Kutt	04_18_16			889204.0	Kbase	kb|g_3632
639	Porphyromonas_uenonis_60_3	Porphyromonas_uenonis_60_3_596327_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Obligate_anaerobe		Negative	Pathogen	475	964	821	Laura_Kutt	05_29_16		643886142.0	596327.0	ModelSEED	kb|g_2611
640	Yersinia_kristensenii_ATCC_33638	Yersinia_kristensenii_ATCC_33638_527012_3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Aerobe	Respiratory	Negative		1391	1695	1189	Laura_Kutt	05_29_16		645058790.0	527012.0	Kbase	kb|g_2094
641	Mycobacterium_fortuitum_subsp_fortuitum_DSM_46621	Mycobacterium_fortuitum_subsp_fortuitum_DSM_46621_1214102_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Microaerophile		Positive	Opportunistic_pathogen	1316	1500	1142	chenry	04_15_16		2519899744.0	1214102.0	Kbase	kb|g_25575
642	Paraprevotella_xylaniphila_YIT_11841	Paraprevotella_xylaniphila_YIT_11841_762982_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Obligate_anaerobe	Saccharolytic_fermentative	Negative		668	1088	889	Laura_Kutt	04_17_16		651324083.0	762982.0	Kbase	kb|g_3278
643	Fusobacterium_russii_ATCC_25533	Fusobacterium_russii_ATCC_25533_1278306_3	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Microaerophile	Ferments_amino_acids	Negative		585	1108	888	Laura_Kutt	04_18_16			1278306.0	ModelSEED	kb|g_31680
644	Dorea_formicigenerans_ATCC_27755	Dorea_formicigenerans_ATCC_27755_411461_4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Obligate_anaerobe	Saccharolytic_fermentative	Positive		735	1231	980	Laura_Kutt	04_18_16		641736133.0	411461.0	ModelSEED	kb|g_1356
645	Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Probiotic	470	1086	874	chenry	04_15_16			1437595.0	Kbase	kb|g_239965
646	Lactobacillus_iners_DSM_13335	Lactobacillus_iners_DSM_13335_525328_4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Facultative_anaerobe	Saccharolytic_fermentative_or_respiratory	Positive		396	930	726	Laura_Kutt	04_18_16			525328.0	ModelSEED	kb|g_2008
647	Prevotella_enoeca_JCM_12259		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	552	950	821	chenry	04_15_16		2585427897.0	1235815.0	Kbase	kb|g_242258
648	Staphylococcus_simulans_ACS_120_V_Sch1	Staphylococcus_simulans_ACS_120_V_Sch1_883166_5	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive		890	1445	1083	Laura_Kutt	04_18_16		2537562023.0	883166.0	ModelSEED	kb|g_28050
649	Paracoccus_yeei_ATCC_BAA_599		Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Aerobe	Respiratory	Negative	Pathogen	1141	1527	1143	Laura_Kutt	04_19_16			1446473.0	Kbase	kb|g_242186
650	Streptococcus_gordonii_str_Challis_substr_CH1	Streptococcus_gordonii_str_Challis_substr_CH1_467705_8	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive		634	1232	932	Laura_Kutt	04_18_16		640753055.0	467705.0	Kbase	kb|g_1638
651	Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Probiotic	529	1104	886	chenry	04_15_16		2600254984.0	1121111.0	ModelSEED	kb|g_239981
652	Lactobacillus_jensenii_1153	Lactobacillus_jensenii_1153_440497_10	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Facultative_anaerobe	Saccharolytic_fermentative_or_respiratory	Positive		459	896	738	Laura_Kutt	04_18_16			440497.0	ModelSEED	kb|g_1482
653	Actinomyces_viscosus_C505	Actinomyces_viscosus_C505_562973_4	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Opportunistic_pathogen	723	1224	956	chenry	04_15_16			562973.0	Kbase	kb|g_2332
654	Coprococcus_catus_GD_7	Coprococcus_catus_GD_7_717962_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Obligate_anaerobe	Saccharolytic_fermentative	Positive		819	1200	963	Laura_Kutt	04_18_16		650377925.0	717962.0	ModelSEED	kb|g_3102
655	Bacteroides_salyersiae_WAL_10018	Bacteroides_salyersiae_WAL_10018	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Commensal	873	1239	975	chenry	04_15_16		2531839250.0	1121101.0	Kbase	kb|g_29562
656	Haemophilus_haemolyticus_M19501	Haemophilus_haemolyticus_M19501_1028803_3	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Facultative_anaerobe	Saccharolytic_fermentative	Negative	Commensal	663	1221	966	Laura_Kutt	04_18_16		2529292793.0	1028803.0	ModelSEED	kb|g_23309
657	Lachnospira_multipara_ATCC_19207		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	Obligate_anaerobe	Saccharolytic_fermentative	Positive		554	1161	931	Laura_Kutt	04_19_16			1282887.0	Kbase	kb|g_209041
658	Lactococcus_raffinolactis_4877	Lactococcus_raffinolactis_4877_1215915_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Pathogen	743	1198	901	Laura_Kutt	04_18_16		2600255100.0	1215915.0	Kbase	kb|g_25584
659	Pseudobutyrivibrio_ruminis_AD2017		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Pseudobutyrivibrio	Obligate_anaerobe	Saccharolytic_fermentative	Negative		622	1175	941	Laura_Kutt	04_18_16			1280694.0	Kbase	kb|g_208698
660	Capnocytophaga_granulosa_ATCC_51502	Capnocytophaga_granulosa_ATCC_51502_641143_3	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Facultative_anaerobe	Saccharolytic_fermentative	Negative		519	1036	869	chenry	04_15_16		2541046980.0	641143.0	ModelSEED	kb|g_32240
661	Bifidobacterium_thermophilum_RBL67	Bifidobacterium_thermophilum_RBL67_1254439_12	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Probiotic	583	1148	906	chenry	04_15_16		2545824622.0	1254439.0	ModelSEED	kb|g_31452
662	Peptoniphilus_lacrimalis_DSM_7455	Peptoniphilus_lacrimalis_DSM_7455_1122949_3	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Obligate_anaerobe	Aaccharolytic_peptone_and_oligopeptides_as_main_energy_source	Positive		487	1069	859	Laura_Kutt	04_18_16			1122949.0	Kbase	kb|g_29655
663	Alcaligenes_faecalis_subsp_faecalis_NBRC_13111		Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	Aerobe	Respiratory	Negative		989	1518	1129	Laura_Kutt	04_18_16		2600255060.0	1218102.0	Kbase	kb|g_239717
664	Clostridium_botulinum_E1_str_BoNT_E_Beluga	Clostridium_botulinum_E1_str_BoNT_E_Beluga_536233_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Anaerobe	Proteolytic_fermentative	Positive		875	1350	1015	Laura_Kutt	05_30_16		645058813.0	536233.0	ModelSEED	kb|g_2143
665	Veillonella_ratti_ACS_216_V_Col6b	Veillonella_ratti_ACS_216_V_Col6b_883156_3	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Obligate_anaerobe	Saccharolytic_fermentative	Negative		717	1148	904	Laura_Kutt	04_18_16		2534681824.0	883156.0	Kbase	kb|g_28045
666	Rhodococcus_equi_NBRC_101255		Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus	Aerobe	Saccharolytic	Positive		1245	1554	1135	Laura_Kutt	05_29_16			525370.0	ModelSEED	kb|g_208134
667	Staphylococcus_lugdunensis_HKU09_01	Staphylococcus_lugdunensis_HKU09_01_698737_3	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Pathogen	841	1387	1032	Laura_Kutt	04_18_16		646564572.0	698737.0	Kbase	kb|g_3016
668	Prevotella_intermedia_ATCC_25611		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic_fermentative	Negative	Pathogen	442	937	801	Laura_Kutt	04_17_16			1122984.0	Kbase	kb|g_207239
669	Brevibacterium_linens_BL2	Brevibacterium_linens_BL2_321955_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Aerobe	Respiratory_non_fermentative	Positive	Opportunistic_pathogen	971	1366	1069	chenry	04_15_16		638341022.0	321955.0	ModelSEED	kb|g_878
670	Staphylococcus_haemolyticus_JCSC1435	Staphylococcus_haemolyticus_JCSC1435_279808_3	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Opportunistic_pathogen	818	1379	1039	Laura_Kutt	04_18_16		642555160.0	279808.0	Kbase	kb|g_652
671	Eubacterium_sulci_ATCC_35585		Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XIII	Eubacterium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	453	1046	851	Laura_Kutt	04_18_16		2558860286.0	888727.0	Kbase	kb|g_216330
672	Clostridium_perfringens_ATCC_13124	Clostridium_perfringens_ATCC_13124_195103_9	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Anaerobe	Saccharolytic_fermentative	Positive	Pathogen	735	1305	978	Laura_Kutt	04_18_16		637000077.0	195103.0	ModelSEED	kb|g_203
673	Eubacterium_saphenum_ATCC_49989	Eubacterium_saphenum_ATCC_49989_592031_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XIII	Eubacterium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	352	846	732	Laura_Kutt	04_18_16			592031.0	Kbase	kb|g_2572
674	Pediococcus_pentosaceus_ATCC_25745	Pediococcus_pentosaceus_ATCC_25745_278197_10	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Facultative_anaerobe	Saccharolytic_fermentative_or_respiratory	Positive		568	1062	826	Laura_Kutt	04_18_16		639633049.0	278197.0	ModelSEED	kb|g_647
675	Bifidobacterium_scardovii_JCM_12489		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Probiotic	667	1159	940	chenry	04_15_16		2597490265.0	1150461.0	ModelSEED	kb|g_239975
676	Morganella_morganii_subsp_morganii_KT	Morganella_morganii_subsp_morganii_KT_1124991_3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Morganella	Facultative_anaerobe	Fermentative_respiratory	Negative		1051	1550	1126	Laura_Kutt	04_18_16			1124991.0	Kbase	kb|g_24411
677	Micromonospora_aurantiaca_ATCC_27029	Micromonospora_aurantiaca_ATCC_27029_644283_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Micromonospora	Microaerophile	Saccharolytic	Positive	Pathogen	1190	1457	1104	chenry	04_15_16		648028042.0	644283.0	Kbase	kb|g_2745
678	Prevotella_disiens_JCM_6334		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic_fermentative_proteolytic	Negative	Commensal	456	949	805	Laura_Kutt	04_17_16		2600254990.0	1235811.0	Kbase	kb|g_208292
679	Streptococcus_uberis_0140J	Streptococcus_uberis_0140J_218495_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive		633	1181	908	Laura_Kutt	04_18_16		643348578.0	218495.0	Kbase	kb|g_405
680	Anaerococcus_prevotii_DSM_20548	Anaerococcus_prevoti_prevotii_DSM_20548_525919_4	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Obligate_anaerobe	Saccharolytic_fermentative	Positive		538	1056	810	Laura_Kutt	04_18_16		644736326.0	525919.0	Kbase	kb|g_2043
681	Dermacoccus_nishinomiyaensis		Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermacoccaceae	Dermacoccus	Obligate_aerobe	Saccharolytic_respiratory	Positive		740	1325	1050	chenry	04_15_16		2588253755.0	1274.0	Kbase	kb|g_244937
682	Staphylococcus_saprophyticus_subsp_saprophyticus_ATCC_15305	Staphylococcus_saprophyticus_subsp_saprophyticus_ATCC_15305_342451_4	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Pathogen	883	1404	1065	Laura_Kutt	04_18_16		637000284.0	342451.0	Kbase	kb|g_966
683	Bacillus_pumilus_ATCC_7061	Bacillus_pumilus_ATCC_7061_536229_4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Aerobe	Respiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates	Positive		1041	1543	1117	Laura_Kutt	04_17_16		642791616.0	536229.0	Kbase	kb|g_2139
684	Clostridium_methoxybenzovorans_SR3		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Obligate_anaerobe	Saccharolytic_fermentative_utilizes_methoxybenzoic_acid	Positive		1489	1420	1093	Laura_Kutt	04_18_16		2526164529.0	1286820.0	ModelSEED	kb|g_209093
685	Pseudoramibacter_alactolyticus_ATCC_23263	Pseudoramibacter_alactolyticus_ATCC_23263_887929_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter	Obligate_anaerobe	Saccharolytic_fermentative	Positive		725	1106	918	Laura_Kutt	04_18_16			887929.0	Kbase	kb|g_3589
686	Selenomonas_ruminantium_AC2024		Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Veillonella	Obligate_anaerobe	Saccharolytic_fermentative	Negative		701	1235	939	Laura_Kutt	04_18_16		2558860977.0	1392501.0	Kbase	kb|g_242786
687	Clostridium_cadaveris_AGR2141		Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Anaerobe	Saccharolytic_fermentative	Positive		769	1293	1004	Laura_Kutt	04_18_16			1280692.0	ModelSEED	kb|g_208696
688	Streptococcus_dysgalactiae_subsp_dysgalactiae_ATCC_27957	Streptococcus_dysgalactiae_subsp_dysgalactiae_ATCC_27957_663952_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive		641	1149	895	Laura_Kutt	04_18_16		2545824515.0	663952.0	ModelSEED	kb|g_2862
689	Eubacterium_hallii_L2_7		Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	671	1178	941	Laura_Kutt	04_18_16		643886203.0	411487.0	Kbase	kb|g_1364
690	Staphylococcus_equorum_subsp_equorum_Mu2	Staphylococcus_equorum_subsp_equorum_Mu2_1159488_5	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive		944	1455	1089	Laura_Kutt	04_18_16		2529293016.0	1159488.0	Kbase	kb|g_24945
